Date,Open,High,Low,Close,Volume
2013-01-01 00:00:00+05:30,133.5279222557476,135.61564993277713,132.97699448746062,134.8907470703125,3979164
2013-01-02 00:00:00+05:30,136.74652777832583,139.12422756377939,136.57255265892817,138.05136108398438,5726508
2013-01-03 00:00:00+05:30,138.97921840784355,139.73312373921254,136.92047998913165,138.4862823486328,5089371
2013-01-04 00:00:00+05:30,137.703397307867,141.2989358490853,137.21046121464107,140.80599975585938,4809444
2013-01-07 00:00:00+05:30,141.21194263451886,141.67588951728487,138.31231775594247,139.06622314453125,3491524
2013-01-08 00:00:00+05:30,138.92125345703639,142.48780322513994,137.87738944088085,141.44393920898438,4481490
2013-01-09 00:00:00+05:30,141.06696248957576,142.02383214444745,136.83350216325564,137.38442993164062,4531930
2013-01-10 00:00:00+05:30,137.73234583228887,138.19629257479681,134.04982746454687,134.48477172851562,6262318
2013-01-11 00:00:00+05:30,134.2528145333028,135.12270320905517,131.0632315711759,131.55616760253906,4984029
2013-01-14 00:00:00+05:30,131.78813563383298,133.67289887376097,130.91824694978126,132.94798278808594,3610882
2013-01-15 00:00:00+05:30,133.38295213105428,134.54281277615635,132.2810964643127,132.77403259277344,3669232
2013-01-16 00:00:00+05:30,132.25208409073454,133.3249370804352,130.5412959118273,130.71527099609375,3118647
2013-01-17 00:00:00+05:30,131.17919433215746,131.87510781802683,128.74350376833763,130.5122833251953,5913412
2013-01-18 00:00:00+05:30,131.06321701864044,132.80299417696997,130.01934010488566,131.3241729736328,10730509
2013-01-21 00:00:00+05:30,131.29517038486142,135.41264611282907,131.2081762264331,134.57174682617188,8666464
2013-01-22 00:00:00+05:30,134.54280137101745,135.20971255767458,132.9769989242774,133.67291259765625,5292745
2013-01-23 00:00:00+05:30,133.4409519755221,134.65880439982013,132.39708795001755,133.962890625,3818494
2013-01-24 00:00:00+05:30,133.38291395604003,134.77474102243283,131.06321987664754,132.33905029296875,6169444
2013-01-25 00:00:00+05:30,131.9331328483775,133.8468854631332,131.846138663114,133.0349884033203,2794083
2013-01-28 00:00:00+05:30,134.25280843997757,134.25280843997757,131.90411177673585,132.2520751953125,2432755
2013-01-29 00:00:00+05:30,132.3390850767685,132.8900128972654,129.09149658389194,129.49745178222656,5367136
2013-01-30 00:00:00+05:30,130.0193885495772,130.280357875252,127.93166049108137,128.59857177734375,4465110
2013-01-31 00:00:00+05:30,127.87364125274523,133.49891542196875,127.87364125274523,132.1071014404297,7960249
2013-02-01 00:00:00+05:30,131.70117657538503,133.46995689889417,125.90192598424852,130.48333740234375,20548240
2013-02-04 00:00:00+05:30,131.81714876900188,131.81714876900188,126.24985277713938,127.03276062011719,9719899
2013-02-05 00:00:00+05:30,126.13680365952932,126.13680365952932,123.38450350119565,123.79442596435547,6981918
2013-02-06 00:00:00+05:30,125.14126220137206,125.31695088617279,121.5398720167594,122.09618377685547,7686819
2013-02-07 00:00:00+05:30,121.8034129628165,123.12099791047977,119.75382744211771,120.63221740722656,5413609
2013-02-08 00:00:00+05:30,120.63220906058459,123.85297651085854,120.10518315988494,122.24259948730469,5091352
2013-02-11 00:00:00+05:30,122.9746113750797,123.35524797049955,120.9835974317568,121.53990936279297,3652180
2013-02-12 00:00:00+05:30,121.21781630631061,122.85747937676996,120.92502411628833,122.35972595214844,2531524
2013-02-13 00:00:00+05:30,121.94978493058554,122.91601911541566,120.04661588022114,120.51508331298828,2687748
