Date,Open,High,Low,Close,Volume
2013-01-01 00:00:00+05:30,267.08877397750877,270.81990751724993,266.20840021450596,270.0652770996094,1907995
2013-01-02 00:00:00+05:30,270.2329236184583,273.586712831284,268.30447139858694,269.1848449707031,3117675
2013-01-03 00:00:00+05:30,270.819917638796,275.76677856860357,267.7176426644785,275.0121765136719,4080508
2013-01-04 00:00:00+05:30,274.2995083264823,276.5214097388411,273.1256859386521,274.1737365722656,3642504
2013-01-07 00:00:00+05:30,276.3956204865602,277.65330955818973,272.7483534088392,274.00604248046875,3678613
2013-01-08 00:00:00+05:30,274.00601261598433,278.994778197884,272.24526514215853,276.9405822753906,3582034
2013-01-09 00:00:00+05:30,278.3240175644252,282.1389606128913,277.7789973094509,279.8332214355469,5683351
2013-01-10 00:00:00+05:30,279.66555737116107,280.00093921293444,274.0479328146413,276.7309875488281,2808174
2013-01-11 00:00:00+05:30,276.5213975287119,277.5694481160475,271.5745362964773,272.6645202636719,3081315
2013-01-14 00:00:00+05:30,273.7544135660871,276.6889826296402,271.071359525647,275.5989990234375,3629642
2013-01-15 00:00:00+05:30,275.43139065263045,293.9611733355596,273.5867763468826,289.43353271484375,10145407
2013-01-16 00:00:00+05:30,289.26587479339287,292.28431182995894,285.7443791128572,287.505126953125,4544189
2013-01-17 00:00:00+05:30,285.9958321584889,299.3272085019767,283.6481596504882,296.39263916015625,8244694
2013-01-18 00:00:00+05:30,295.0511796464971,296.3088403423214,289.47545971075186,292.493896484375,5941208
2013-01-21 00:00:00+05:30,291.1522994783935,301.0041145301651,289.0981037980425,298.1114501953125,5710906
2013-01-22 00:00:00+05:30,297.3568715957168,297.56648167805105,292.61962127496304,294.8415222167969,5712140
2013-01-23 00:00:00+05:30,294.29655337997934,309.0113640144315,293.6676946928022,308.0052185058594,9453028
2013-01-24 00:00:00+05:30,309.34674179082253,309.89173371861614,301.5072163147968,303.4356689453125,5379301
2013-01-25 00:00:00+05:30,301.8425901218709,310.73019423254584,299.4949457526713,302.2618103027344,5253508
2013-01-28 00:00:00+05:30,299.99798167278135,304.1902399471558,298.0695292389332,299.62066650390625,3187540
2013-01-29 00:00:00+05:30,299.62065392081854,304.86099073916364,292.032673008871,293.038818359375,4969870
2013-01-30 00:00:00+05:30,295.7218632061056,295.93147326525263,287.2115755629283,288.9303894042969,3826717
2013-01-31 00:00:00+05:30,287.7146928934183,291.3200547865835,282.8936037648234,284.7381896972656,4743578
2013-02-01 00:00:00+05:30,282.0970778534987,290.77507264664376,273.9221700349252,276.1860046386719,17723635
2013-02-04 00:00:00+05:30,278.3659935171221,280.6298282919057,274.8444979927164,277.5694580078125,4477981
2013-02-05 00:00:00+05:30,276.3117832608443,279.37212499899243,270.69415838073013,272.2872009277344,6984046
2013-02-06 00:00:00+05:30,274.55101491885404,277.4017463280723,272.0356653454797,273.83831787109375,4258648
2013-02-07 00:00:00+05:30,273.8383788085538,274.0899223391408,265.076572532589,268.3884582519531,3664561
2013-02-08 00:00:00+05:30,268.13687245025784,272.66451333246437,265.99880955916393,269.81378173828125,4097563
2013-02-11 00:00:00+05:30,268.388357178976,269.14295909564214,263.8187839184604,265.1183776855469,2525668
2013-02-12 00:00:00+05:30,263.31575310574374,271.2391166496515,263.31575310574374,270.23297119140625,2750476
2013-02-13 00:00:00+05:30,271.23913889288247,276.98253527704,270.7360519270487,273.2933349609375,3380578
2013-02-14 00:00:00+05:30,273.67062801419047,273.75446637139993,260.0877069007688,261.3453674316406,4873234
2013-02-15 00:00:00+05:30,261.345403909109,266.8372855228765,257.1112397835801,265.4957580566406,3411604
2013-02-18 00:00:00+05:30,264.9507611441822,266.2084218272,261.59694254097445,263.0223083496094,2790086
2013-02-19 00:00:00+05:30,264.07039513080326,264.11230012026357,255.3923998845754,257.8658447265625,5057227
2013-02-20 00:00:00+05:30,261.0100425781259,261.0939093445495,254.0928229758967,254.8893585205078,8055927
2013-02-21 00:00:00+05:30,253.9670204858486,258.075441079567,244.40868027987258,248.34939575195312,8843988
2013-02-22 00:00:00+05:30,249.2716523273333,261.00995799466756,248.30744034417197,259.62652587890625,7111174
2013-02-25 00:00:00+05:30,257.8238832803915,261.429245090883,256.1470025025754,257.4046630859375,4017917
2013-02-26 00:00:00+05:30,261.5130986194775,281.3844095418914,253.71550602127041,261.42926025390625,11939183
2013-02-27 00:00:00+05:30,265.7892016406053,272.41297208977926,264.4057692108892,269.7718505859375,10651675
2013-02-28 00:00:00+05:30,273.67068259011916,274.84450499786743,265.9988325800441,270.736083984375,10650518
